benchmark,model,question_idx,majority_07,majority_10,flipped,n_samples_07,n_samples_10
BoolQ,Qwen3-32B,25.0,true,true,False,50,50
BoolQ,Qwen3-32B,26.0,true,true,False,50,50
BoolQ,Qwen3-32B,27.0,true,true,False,50,50
BoolQ,Qwen3-32B,28.0,true,true,False,50,50
BoolQ,Qwen3-32B,29.0,false,false,False,50,50
BoolQ,Qwen3-32B,30.0,true,true,False,50,50
BoolQ,Qwen3-32B,31.0,false,false,False,50,50
BoolQ,Qwen3-32B,32.0,false,false,False,50,50
BoolQ,Qwen3-32B,33.0,true,true,False,50,50
BoolQ,Qwen3-32B,34.0,true,true,False,50,50
BoolQ,Qwen3-32B,35.0,true,true,False,50,50
BoolQ,Qwen3-32B,36.0,false,false,False,50,50
BoolQ,Qwen3-32B,37.0,true,true,False,50,50
BoolQ,Qwen3-32B,38.0,true,true,False,50,50
BoolQ,Qwen3-32B,39.0,true,true,False,50,50
BoolQ,Qwen3-32B,40.0,true,true,False,50,50
BoolQ,Qwen3-32B,41.0,false,false,False,50,50
BoolQ,Qwen3-32B,42.0,true,true,False,50,50
BoolQ,Qwen3-32B,43.0,false,false,False,50,50
BoolQ,Qwen3-32B,44.0,true,true,False,50,50
BoolQ,Qwen3-32B,45.0,false,false,False,50,50
BoolQ,Qwen3-32B,46.0,true,true,False,50,50
BoolQ,Qwen3-32B,47.0,true,true,False,50,50
BoolQ,Qwen3-32B,48.0,true,true,False,50,50
BoolQ,Qwen3-32B,49.0,true,true,False,50,50
BoolQ,Qwen3-32B,50.0,true,true,False,50,50
BoolQ,Qwen3-32B,51.0,true,true,False,50,50
BoolQ,Qwen3-32B,52.0,true,true,False,50,50
BoolQ,Qwen3-32B,53.0,true,true,False,50,50
BoolQ,Qwen3-32B,54.0,true,true,False,50,50
BoolQ,Qwen3-32B,55.0,false,true,True,50,50
BoolQ,Qwen3-32B,56.0,true,true,False,50,50
BoolQ,Qwen3-32B,57.0,true,true,False,50,50
BoolQ,Qwen3-32B,58.0,true,true,False,50,50
BoolQ,Qwen3-32B,59.0,true,true,False,50,50
BoolQ,Qwen3-32B,60.0,false,false,False,50,50
BoolQ,Qwen3-32B,61.0,false,false,False,50,50
BoolQ,Qwen3-32B,62.0,true,true,False,50,50
BoolQ,Qwen3-32B,63.0,true,true,False,50,50
BoolQ,Qwen3-32B,64.0,true,true,False,50,50
BoolQ,Qwen3-32B,65.0,true,true,False,50,50
BoolQ,Qwen3-32B,66.0,false,false,False,50,50
BoolQ,Qwen3-32B,67.0,false,false,False,50,50
BoolQ,Qwen3-32B,68.0,false,false,False,50,50
BoolQ,Qwen3-32B,69.0,true,true,False,50,50
BoolQ,Qwen3-32B,70.0,true,true,False,50,50
BoolQ,Qwen3-32B,71.0,false,false,False,50,50
BoolQ,Qwen3-32B,72.0,true,true,False,50,50
BoolQ,Qwen3-32B,73.0,false,true,True,50,50
BoolQ,Qwen3-32B,74.0,true,true,False,50,50
BoolQ,Qwen3-32B,75.0,true,true,False,50,50
BoolQ,Qwen3-32B,76.0,false,false,False,50,50
BoolQ,Qwen3-32B,77.0,false,false,False,50,50
BoolQ,Qwen3-32B,78.0,true,true,False,50,50
BoolQ,Qwen3-32B,79.0,false,false,False,50,50
BoolQ,Qwen3-32B,80.0,false,false,False,50,50
BoolQ,Qwen3-32B,81.0,true,true,False,50,50
BoolQ,Qwen3-32B,82.0,true,true,False,50,50
BoolQ,Qwen3-32B,83.0,true,true,False,50,50
BoolQ,Qwen3-32B,84.0,false,false,False,50,50
BoolQ,Qwen3-32B,85.0,true,true,False,50,50
BoolQ,Qwen3-32B,86.0,false,true,True,50,50
BoolQ,Qwen3-32B,87.0,true,true,False,50,50
BoolQ,Qwen3-32B,88.0,true,true,False,50,50
BoolQ,Qwen3-32B,89.0,true,true,False,50,50
BoolQ,Qwen3-32B,90.0,true,true,False,50,50
BoolQ,Qwen3-32B,91.0,true,true,False,50,50
BoolQ,Qwen3-32B,92.0,true,true,False,50,50
BoolQ,Qwen3-32B,93.0,true,true,False,50,50
BoolQ,Qwen3-32B,94.0,true,true,False,50,50
BoolQ,Qwen3-32B,95.0,true,true,False,50,50
BoolQ,Qwen3-32B,96.0,true,true,False,50,50
BoolQ,Qwen3-32B,97.0,true,true,False,50,50
BoolQ,Qwen3-32B,98.0,true,true,False,50,50
BoolQ,Qwen3-32B,99.0,true,true,False,50,50
Com2Sense,GPT-OSS-120B,0.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,1.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,2.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,3.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,4.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,5.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,6.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,7.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,8.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,9.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,10.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,11.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,12.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,13.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,14.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,15.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,16.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,17.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,18.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,19.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,20.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,21.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,22.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,23.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,24.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,25.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,26.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,27.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,28.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,29.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,30.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,31.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,32.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,33.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,34.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,35.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,36.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,37.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,38.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,39.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,40.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,41.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,42.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,43.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,44.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,45.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,46.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,47.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,48.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,49.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,50.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,51.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,52.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,53.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,54.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,55.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,56.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,57.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,58.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,59.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,60.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,61.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,62.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,63.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,64.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,65.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,66.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,67.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,68.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,69.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,70.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,71.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,72.0,false,true,True,100,100
Com2Sense,GPT-OSS-120B,73.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,74.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,75.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,76.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,77.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,78.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,79.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,80.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,81.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,82.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,83.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,84.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,85.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,86.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,87.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,88.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,89.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,90.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,91.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,92.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,93.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,94.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,95.0,false,false,False,100,100
Com2Sense,GPT-OSS-120B,96.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,97.0,false,true,True,100,100
Com2Sense,GPT-OSS-120B,98.0,true,true,False,100,100
Com2Sense,GPT-OSS-120B,99.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,0.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,1.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,2.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,3.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,4.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,5.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,6.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,7.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,8.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,9.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,10.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,11.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,12.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,13.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,14.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,15.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,16.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,17.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,18.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,19.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,20.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,21.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,22.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,23.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,24.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,25.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,26.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,27.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,28.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,29.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,30.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,31.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,32.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,33.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,34.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,35.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,36.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,37.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,38.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,39.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,40.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,41.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,42.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,43.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,44.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,45.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,46.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,47.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,48.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,49.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,50.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,51.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,52.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,53.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,54.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,55.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,56.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,57.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,58.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,59.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,60.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,61.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,62.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,63.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,64.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,65.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,66.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,67.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,68.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,69.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,70.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,71.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,72.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,73.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,74.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,75.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,76.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,77.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,78.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,79.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,80.0,true,false,True,100,100
Com2Sense,GPT-OSS-20B,81.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,82.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,83.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,84.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,85.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,86.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,87.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,88.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,89.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,90.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,91.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,92.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,93.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,94.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,95.0,false,false,False,100,100
Com2Sense,GPT-OSS-20B,96.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,97.0,false,true,True,100,100
Com2Sense,GPT-OSS-20B,98.0,true,true,False,100,100
Com2Sense,GPT-OSS-20B,99.0,true,true,False,100,100
Com2Sense,Qwen3-235B,0.0,false,false,False,50,50
Com2Sense,Qwen3-235B,1.0,false,false,False,50,50
Com2Sense,Qwen3-235B,2.0,true,true,False,50,50
Com2Sense,Qwen3-235B,3.0,false,false,False,50,50
Com2Sense,Qwen3-235B,4.0,false,false,False,50,50
Com2Sense,Qwen3-235B,5.0,true,true,False,50,50
Com2Sense,Qwen3-235B,6.0,false,false,False,50,50
Com2Sense,Qwen3-235B,7.0,true,true,False,50,50
Com2Sense,Qwen3-235B,8.0,true,true,False,50,50
Com2Sense,Qwen3-235B,9.0,true,true,False,50,50
Com2Sense,Qwen3-235B,10.0,true,true,False,50,50
Com2Sense,Qwen3-235B,11.0,true,true,False,50,50
Com2Sense,Qwen3-235B,12.0,false,false,False,50,50
Com2Sense,Qwen3-235B,13.0,false,false,False,50,50
Com2Sense,Qwen3-235B,14.0,false,false,False,50,50
Com2Sense,Qwen3-235B,15.0,false,false,False,50,50
Com2Sense,Qwen3-235B,16.0,false,false,False,50,50
Com2Sense,Qwen3-235B,17.0,false,false,False,50,50
Com2Sense,Qwen3-235B,18.0,false,false,False,50,50
Com2Sense,Qwen3-235B,19.0,true,true,False,50,50
Com2Sense,Qwen3-235B,20.0,true,true,False,50,50
Com2Sense,Qwen3-235B,21.0,false,false,False,50,50
Com2Sense,Qwen3-235B,22.0,false,false,False,50,50
Com2Sense,Qwen3-235B,23.0,false,false,False,50,50
Com2Sense,Qwen3-235B,24.0,false,false,False,50,50
Com2Sense,Qwen3-235B,25.0,false,false,False,50,50
Com2Sense,Qwen3-235B,26.0,false,false,False,50,50
Com2Sense,Qwen3-235B,27.0,true,true,False,50,50
Com2Sense,Qwen3-235B,28.0,false,false,False,50,50
Com2Sense,Qwen3-235B,29.0,true,true,False,50,50
Com2Sense,Qwen3-235B,30.0,true,true,False,50,50
Com2Sense,Qwen3-235B,31.0,false,false,False,50,50
Com2Sense,Qwen3-235B,32.0,false,false,False,50,50
Com2Sense,Qwen3-235B,33.0,true,true,False,50,50
Com2Sense,Qwen3-235B,34.0,false,false,False,50,50
Com2Sense,Qwen3-235B,35.0,false,false,False,50,50
Com2Sense,Qwen3-235B,36.0,true,true,False,50,50
Com2Sense,Qwen3-235B,37.0,false,false,False,50,50
Com2Sense,Qwen3-235B,38.0,false,false,False,50,50
Com2Sense,Qwen3-235B,39.0,false,false,False,50,50
Com2Sense,Qwen3-235B,40.0,true,true,False,50,50
Com2Sense,Qwen3-235B,41.0,false,false,False,50,50
Com2Sense,Qwen3-235B,42.0,false,false,False,50,50
Com2Sense,Qwen3-235B,43.0,false,false,False,50,50
Com2Sense,Qwen3-235B,44.0,false,false,False,50,50
Com2Sense,Qwen3-235B,45.0,true,true,False,50,50
Com2Sense,Qwen3-235B,46.0,true,true,False,50,50
Com2Sense,Qwen3-235B,47.0,false,false,False,50,50
Com2Sense,Qwen3-235B,48.0,true,true,False,50,50
Com2Sense,Qwen3-235B,49.0,false,false,False,50,50
Com2Sense,Qwen3-235B,50.0,true,true,False,50,50
Com2Sense,Qwen3-235B,51.0,true,true,False,50,50
Com2Sense,Qwen3-235B,52.0,true,true,False,50,50
Com2Sense,Qwen3-235B,53.0,false,false,False,50,50
Com2Sense,Qwen3-235B,54.0,true,true,False,50,50
Com2Sense,Qwen3-235B,55.0,true,true,False,50,50
Com2Sense,Qwen3-235B,56.0,true,true,False,50,50
Com2Sense,Qwen3-235B,57.0,true,true,False,50,50
Com2Sense,Qwen3-235B,58.0,true,true,False,50,50
Com2Sense,Qwen3-235B,59.0,false,false,False,50,50
Com2Sense,Qwen3-235B,60.0,true,true,False,50,50
Com2Sense,Qwen3-235B,61.0,true,true,False,50,50
Com2Sense,Qwen3-235B,62.0,false,false,False,50,50
Com2Sense,Qwen3-235B,63.0,true,true,False,50,50
Com2Sense,Qwen3-235B,64.0,false,false,False,50,50
Com2Sense,Qwen3-235B,65.0,true,true,False,50,50
Com2Sense,Qwen3-235B,66.0,true,true,False,50,50
Com2Sense,Qwen3-235B,67.0,true,true,False,50,50
Com2Sense,Qwen3-235B,68.0,false,false,False,50,50
Com2Sense,Qwen3-235B,69.0,true,true,False,50,50
Com2Sense,Qwen3-235B,70.0,false,false,False,50,50
Com2Sense,Qwen3-235B,71.0,true,true,False,50,50
Com2Sense,Qwen3-235B,72.0,false,false,False,50,50
Com2Sense,Qwen3-235B,73.0,false,false,False,50,50
Com2Sense,Qwen3-235B,74.0,false,false,False,50,50
Com2Sense,Qwen3-235B,75.0,true,true,False,50,50
Com2Sense,Qwen3-235B,76.0,false,false,False,50,50
Com2Sense,Qwen3-235B,77.0,false,true,True,50,50
Com2Sense,Qwen3-235B,78.0,true,true,False,50,50
Com2Sense,Qwen3-235B,79.0,false,false,False,50,50
Com2Sense,Qwen3-235B,80.0,false,false,False,50,50
Com2Sense,Qwen3-235B,81.0,false,false,False,50,50
Com2Sense,Qwen3-235B,82.0,false,false,False,50,50
Com2Sense,Qwen3-235B,83.0,true,true,False,50,50
Com2Sense,Qwen3-235B,84.0,true,true,False,50,50
Com2Sense,Qwen3-235B,85.0,true,true,False,50,50
Com2Sense,Qwen3-235B,86.0,true,true,False,50,50
Com2Sense,Qwen3-235B,87.0,false,false,False,50,50
Com2Sense,Qwen3-235B,88.0,true,true,False,50,50
Com2Sense,Qwen3-235B,89.0,true,true,False,50,50
Com2Sense,Qwen3-235B,90.0,true,true,False,50,50
Com2Sense,Qwen3-235B,91.0,false,false,False,50,50
Com2Sense,Qwen3-235B,92.0,true,true,False,50,50
Com2Sense,Qwen3-235B,93.0,true,true,False,50,50
Com2Sense,Qwen3-235B,94.0,true,true,False,50,50
Com2Sense,Qwen3-235B,95.0,false,false,False,50,50
Com2Sense,Qwen3-235B,96.0,false,false,False,50,50
Com2Sense,Qwen3-235B,97.0,false,false,False,50,50
Com2Sense,Qwen3-235B,98.0,true,true,False,50,50
Com2Sense,Qwen3-235B,99.0,true,true,False,50,50
Com2Sense,Qwen3-32B,0.0,true,true,False,100,100
Com2Sense,Qwen3-32B,1.0,true,true,False,100,100
Com2Sense,Qwen3-32B,2.0,true,true,False,100,100
Com2Sense,Qwen3-32B,3.0,true,true,False,100,100
Com2Sense,Qwen3-32B,4.0,true,true,False,100,100
Com2Sense,Qwen3-32B,5.0,true,true,False,100,100
Com2Sense,Qwen3-32B,6.0,true,true,False,100,100
Com2Sense,Qwen3-32B,7.0,true,true,False,100,100
Com2Sense,Qwen3-32B,8.0,true,true,False,100,100
Com2Sense,Qwen3-32B,9.0,true,true,False,100,100
Com2Sense,Qwen3-32B,10.0,true,true,False,100,100
Com2Sense,Qwen3-32B,11.0,true,true,False,100,100
Com2Sense,Qwen3-32B,12.0,true,true,False,100,100
Com2Sense,Qwen3-32B,13.0,false,false,False,100,100
Com2Sense,Qwen3-32B,14.0,false,false,False,100,100
